Date,Team,Season,Opp,R,RA,W/L,Rank
"Tuesday, Jul 30",CHC,2019,STL,1.0,2.0,L,2.0
"Wednesday, Jul 31",CHC,2019,STL,2.0,0.0,W,1.0
"Thursday, Aug 1",CHC,2019,STL,0.0,8.0,L,2.0
"Friday, Aug 2",CHC,2019,MIL,6.0,2.0,W,2.0
"Saturday, Aug 3",CHC,2019,MIL,4.0,1.0,W,1.0
"Sunday, Aug 4",CHC,2019,MIL,7.0,2.0,W,1.0
"Monday, Aug 5",CHC,2019,OAK,6.0,5.0,W,1.0
"Tuesday, Aug 6",CHC,2019,OAK,4.0,11.0,L,1.0
"Wednesday, Aug 7",CHC,2019,OAK,10.0,1.0,W,1.0
"Thursday, Aug 8",CHC,2019,CIN,12.0,5.0,W,1.0
"Friday, Aug 9",CHC,2019,CIN,2.0,5.0,L,1.0
"Saturday, Aug 10",CHC,2019,CIN,1.0,10.0,L,1.0
"Sunday, Aug 11",CHC,2019,CIN,6.0,3.0,W,1.0
"Tuesday, Aug 13",CHC,2019,PHI,2.0,4.0,L,1.0
"Wednesday, Aug 14",CHC,2019,PHI,1.0,11.0,L,1.0
"Thursday, Aug 15",CHC,2019,PHI,5.0,7.0,L-wo,1.0
"Friday, Aug 16",CHC,2019,PIT,2.0,3.0,L-wo,2.0
"Saturday, Aug 17",CHC,2019,PIT,2.0,0.0,W,1.0
"Sunday, Aug 18",CHC,2019,PIT,7.0,1.0,W,1.0
"Tuesday, Aug 20",CHC,2019,SFG,5.0,3.0,W,2.0
"Wednesday, Aug 21",CHC,2019,SFG,12.0,11.0,W,1.0
"Thursday, Aug 22",CHC,2019,SFG,1.0,0.0,W,1.0
"Friday, Aug 23",CHC,2019,WSN,3.0,9.0,L,2.0
"Saturday, Aug 24",CHC,2019,WSN,2.0,7.0,L,2.0
"Sunday, Aug 25",CHC,2019,WSN,5.0,7.0,L,2.0
"Tuesday, Aug 27",CHC,2019,NYM,5.0,2.0,W,2.0
"Wednesday, Aug 28",CHC,2019,NYM,10.0,7.0,W,2.0
"Thursday, Aug 29",CHC,2019,NYM,4.0,1.0,W,2.0
"Friday, Aug 30",CHC,2019,MIL,7.0,1.0,W,2.0
"Saturday, Aug 31",CHC,2019,MIL,0.0,2.0,L,2.0
"Sunday, Sep 1",CHC,2019,MIL,0.0,4.0,L,2.0
"Monday, Sep 2",CHC,2019,SEA,5.0,1.0,W,2.0
"Tuesday, Sep 3",CHC,2019,SEA,6.0,1.0,W,2.0
"Thursday, Sep 5",CHC,2019,MIL,10.0,5.0,W,2.0
"Friday, Sep 6",CHC,2019,MIL,1.0,7.0,L,2.0
"Saturday, Sep 7",CHC,2019,MIL,2.0,3.0,L-wo,2.0
"Sunday, Sep 8",CHC,2019,MIL,5.0,8.0,L,2.0
"Monday, Sep 9",CHC,2019,SDP,10.0,2.0,W,2.0
"Tuesday, Sep 10",CHC,2019,SDP,8.0,9.0,L-wo,2.0
"Wednesday, Sep 11",CHC,2019,SDP,0.0,4.0,L,2.0
"Thursday, Sep 12",CHC,2019,SDP,4.0,1.0,W,2.0
"Friday, Sep 13",CHC,2019,PIT,17.0,8.0,W,2.0
"Saturday, Sep 14",CHC,2019,PIT,14.0,1.0,W,2.0
"Sunday, Sep 15",CHC,2019,PIT,16.0,6.0,W,2.0
"Monday, Sep 16",CHC,2019,CIN,8.0,2.0,W,2.0
"Tuesday, Sep 17",CHC,2019,CIN,2.0,4.0,L,2.0
"Wednesday, Sep 18",CHC,2019,CIN,2.0,3.0,L,2.0
"Thursday, Sep 19",CHC,2019,STL,4.0,5.0,L,3.0
"Friday, Sep 20",CHC,2019,STL,1.0,2.0,L,3.0
"Saturday, Sep 21",CHC,2019,STL,8.0,9.0,L,3.0
"Sunday, Sep 22",CHC,2019,STL,2.0,3.0,L,3.0
"Tuesday, Sep 24",CHC,2019,PIT,2.0,9.0,L,3.0
"Wednesday, Sep 25",CHC,2019,PIT,2.0,4.0,L,3.0
"Thursday, Sep 26",CHC,2019,PIT,5.0,9.0,L,3.0
"Friday, Sep 27",CHC,2019,STL,8.0,2.0,W,3.0
"Saturday, Sep 28",CHC,2019,STL,8.0,6.0,W,3.0
"Sunday, Sep 29",CHC,2019,STL,0.0,9.0,L,3.0
"Thursday, Mar 28",TBR,2019,HOU,1.0,5.0,L,2.0
"Friday, Mar 29",TBR,2019,HOU,4.0,2.0,W,2.0
"Saturday, Mar 30",TBR,2019,HOU,3.0,1.0,W,1.0
"Sunday, Mar 31",TBR,2019,HOU,3.0,1.0,W,1.0
"Monday, Apr 1",TBR,2019,COL,7.0,1.0,W,1.0
"Tuesday, Apr 2",TBR,2019,COL,4.0,0.0,W,1.0
"Wednesday, Apr 3",TBR,2019,COL,0.0,1.0,L,1.0
"Friday, Apr 5",TBR,2019,SFG,5.0,2.0,W,1.0
"Saturday, Apr 6",TBR,2019,SFG,4.0,6.0,L,1.0
"Sunday, Apr 7",TBR,2019,SFG,3.0,0.0,W,1.0
"Monday, Apr 8",TBR,2019,CHW,5.0,1.0,W,1.0
"Tuesday, Apr 9",TBR,2019,CHW,10.0,5.0,W,1.0
"Wednesday, Apr 10",TBR,2019,CHW,9.0,1.0,W,1.0
"Friday, Apr 12",TBR,2019,TOR,11.0,7.0,W,1.0
"Saturday, Apr 13",TBR,2019,TOR,1.0,3.0,L,1.0
"Sunday, Apr 14",TBR,2019,TOR,8.0,4.0,W,1.0
"Tuesday, Apr 16",TBR,2019,BAL,4.0,2.0,W,1.0
"Wednesday, Apr 17",TBR,2019,BAL,8.0,1.0,W,1.0
"Thursday, Apr 18",TBR,2019,BAL,5.0,6.0,L,1.0
"Friday, Apr 19",TBR,2019,BOS,4.0,6.0,L,1.0
"Saturday, Apr 20",TBR,2019,BOS,5.0,6.0,L,1.0
"Sunday, Apr 21",TBR,2019,BOS,3.0,4.0,L,1.0
"Monday, Apr 22",TBR,2019,KCR,6.0,3.0,W,1.0
"Tuesday, Apr 23",TBR,2019,KCR,5.0,2.0,W,1.0
"Wednesday, Apr 24",TBR,2019,KCR,2.0,10.0,L,1.0
"Saturday, Apr 27",TBR,2019,BOS,2.0,1.0,W,1.0
"Sunday, Apr 28",TBR,2019,BOS,5.0,2.0,W,1.0
"Monday, Apr 29",TBR,2019,KCR,8.0,5.0,W,1.0
"Wednesday, May 1 (1)",TBR,2019,KCR,2.0,3.0,L,1.0
"Wednesday, May 1 (2)",TBR,2019,KCR,2.0,8.0,L,1.0
"Thursday, May 2",TBR,2019,KCR,3.0,1.0,W,1.0
"Friday, May 3",TBR,2019,BAL,7.0,0.0,W,1.0
"Saturday, May 4",TBR,2019,BAL,0.0,3.0,L,1.0
"Monday, May 6",TBR,2019,ARI,12.0,1.0,W,1.0
"Tuesday, May 7",TBR,2019,ARI,6.0,3.0,W,1.0
"Wednesday, May 8",TBR,2019,ARI,2.0,3.0,L,1.0
"Friday, May 10",TBR,2019,NYY,3.0,4.0,L,1.0
"Saturday, May 11",TBR,2019,NYY,7.0,2.0,W,1.0
"Sunday, May 12",TBR,2019,NYY,1.0,7.0,L,1.0
"Tuesday, May 14",TBR,2019,MIA,4.0,0.0,W,1.0
"Wednesday, May 15",TBR,2019,MIA,1.0,0.0,W,1.0
"Friday, May 17",TBR,2019,NYY,3.0,4.0,L-wo,2.0
"Saturday, May 18",TBR,2019,NYY,2.0,1.0,W,1.0
"Sunday, May 19",TBR,2019,NYY,5.0,13.0,L,2.0
"Tuesday, May 21",TBR,2019,LAD,3.0,7.0,L,2.0
"Wednesday, May 22",TBR,2019,LAD,8.0,1.0,W,2.0
"Thursday, May 23",TBR,2019,CLE,7.0,2.0,W,2.0
"Friday, May 24",TBR,2019,CLE,1.0,3.0,L,2.0
"Saturday, May 25",TBR,2019,CLE,6.0,2.0,W,2.0
"Sunday, May 26",TBR,2019,CLE,6.0,3.0,W,2.0
"Monday, May 27",TBR,2019,TOR,8.0,3.0,W,2.0
"Tuesday, May 28",TBR,2019,TOR,3.0,1.0,W,2.0
"Wednesday, May 29",TBR,2019,TOR,4.0,3.0,W-wo,2.0
"Thursday, May 30",TBR,2019,MIN,14.0,3.0,W,2.0
"Friday, May 31",TBR,2019,MIN,3.0,5.0,L,2.0
"Saturday, Jun 1",TBR,2019,MIN,2.0,6.0,L,2.0
"Sunday, Jun 2",TBR,2019,MIN,7.0,9.0,L,2.0
"Tuesday, Jun 4",TBR,2019,DET,6.0,9.0,L,2.0
"Wednesday, Jun 5",TBR,2019,DET,4.0,0.0,W,2.0
"Thursday, Jun 6",TBR,2019,DET,6.0,1.0,W,2.0
"Friday, Jun 7",TBR,2019,BOS,5.0,1.0,W,2.0
"Saturday, Jun 8 (1)",TBR,2019,BOS,9.0,2.0,W,1.0
"Saturday, Jun 8 (2)",TBR,2019,BOS,1.0,5.0,L,1.0
"Sunday, Jun 9",TBR,2019,BOS,6.0,1.0,W,1.0
"Monday, Jun 10",TBR,2019,OAK,6.0,2.0,W,1.0
"Tuesday, Jun 11",TBR,2019,OAK,3.0,4.0,L,1.0
"Wednesday, Jun 12",TBR,2019,OAK,2.0,6.0,L,2.0
"Thursday, Jun 13",TBR,2019,LAA,3.0,5.0,L,2.0
"Friday, Jun 14",TBR,2019,LAA,9.0,4.0,W,1.0
"Saturday, Jun 15",TBR,2019,LAA,3.0,5.0,L,2.0
"Sunday, Jun 16",TBR,2019,LAA,6.0,5.0,W,2.0
"Monday, Jun 17",TBR,2019,NYY,0.0,3.0,L,2.0
"Tuesday, Jun 18",TBR,2019,NYY,3.0,6.0,L,2.0
"Wednesday, Jun 19",TBR,2019,NYY,1.0,12.0,L,2.0
"Thursday, Jun 20",TBR,2019,OAK,4.0,5.0,L-wo,2.0
"Friday, Jun 21",TBR,2019,OAK,5.0,3.0,W,2.0
"Saturday, Jun 22",TBR,2019,OAK,2.0,4.0,L,2.0
"Sunday, Jun 23",TBR,2019,OAK,8.0,2.0,W,2.0
"Tuesday, Jun 25",TBR,2019,MIN,4.0,9.0,L,2.0
"Wednesday, Jun 26",TBR,2019,MIN,4.0,6.0,L,2.0
"Thursday, Jun 27",TBR,2019,MIN,5.0,2.0,W,2.0
"Friday, Jun 28",TBR,2019,TEX,0.0,5.0,L,2.0
"Saturday, Jun 29",TBR,2019,TEX,5.0,2.0,W,2.0
"Sunday, Jun 30",TBR,2019,TEX,6.0,2.0,W,2.0
"Monday, Jul 1",TBR,2019,BAL,6.0,3.0,W,2.0
"Tuesday, Jul 2",TBR,2019,BAL,6.0,3.0,W,2.0
"Wednesday, Jul 3",TBR,2019,BAL,6.0,9.0,L,2.0
"Thursday, Jul 4",TBR,2019,NYY,4.0,8.0,L,2.0
"Friday, Jul 5",TBR,2019,NYY,4.0,8.0,L,2.0
"Saturday, Jul 6",TBR,2019,NYY,4.0,3.0,W-wo,2.0
"Sunday, Jul 7",TBR,2019,NYY,2.0,1.0,W,2.0
"Friday, Jul 12",TBR,2019,BAL,16.0,4.0,W,2.0
"Saturday, Jul 13 (1)",TBR,2019,BAL,1.0,2.0,L,2.0
"Saturday, Jul 13 (2)",TBR,2019,BAL,12.0,4.0,W,2.0
"Sunday, Jul 14",TBR,2019,BAL,4.0,1.0,W,2.0
"Monday, Jul 15",TBR,2019,NYY,5.0,4.0,W,2.0
"Tuesday, Jul 16",TBR,2019,NYY,3.0,8.0,L,2.0
"Thursday, Jul 18 (1)",TBR,2019,NYY,2.0,6.0,L,2.0
"Thursday, Jul 18 (2)",TBR,2019,NYY,1.0,5.0,L,2.0
"Friday, Jul 19",TBR,2019,CHW,2.0,9.0,L,2.0
"Saturday, Jul 20",TBR,2019,CHW,1.0,2.0,L,2.0
"Sunday, Jul 21",TBR,2019,CHW,4.0,2.0,W,2.0
"Monday, Jul 22",TBR,2019,BOS,4.0,9.0,L,2.0
"Tuesday, Jul 23",TBR,2019,BOS,4.0,5.0,L,2.0
"Wednesday, Jul 24",TBR,2019,BOS,3.0,2.0,W,2.0
"Friday, Jul 26",TBR,2019,TOR,3.0,1.0,W,2.0
"Saturday, Jul 27",TBR,2019,TOR,9.0,10.0,L-wo,3.0
"Sunday, Jul 28",TBR,2019,TOR,10.0,9.0,W,2.0
"Tuesday, Jul 30",TBR,2019,BOS,6.0,5.0,W,2.0
"Wednesday, Jul 31",TBR,2019,BOS,8.0,5.0,W,2.0
"Thursday, Aug 1",TBR,2019,BOS,9.0,4.0,W,2.0
"Saturday, Aug 3",TBR,2019,MIA,8.0,6.0,W,2.0
"Sunday, Aug 4",TBR,2019,MIA,7.0,2.0,W,2.0
"Monday, Aug 5",TBR,2019,TOR,0.0,2.0,L,2.0
"Tuesday, Aug 6",TBR,2019,TOR,7.0,6.0,W-wo,2.0
"Wednesday, Aug 7",TBR,2019,TOR,3.0,4.0,L,2.0
"Friday, Aug 9",TBR,2019,SEA,5.0,3.0,W,2.0
"Saturday, Aug 10",TBR,2019,SEA,5.0,4.0,W,2.0
"Sunday, Aug 11",TBR,2019,SEA,1.0,0.0,W,2.0
"Monday, Aug 12",TBR,2019,SDP,10.0,4.0,W,2.0
"Tuesday, Aug 13",TBR,2019,SDP,7.0,5.0,W,2.0
"Wednesday, Aug 14",TBR,2019,SDP,2.0,7.0,L,2.0
"Friday, Aug 16",TBR,2019,DET,0.0,2.0,L,2.0
"Saturday, Aug 17",TBR,2019,DET,1.0,0.0,W-wo,2.0
"Sunday, Aug 18",TBR,2019,DET,5.0,4.0,W-wo,2.0
"Monday, Aug 19",TBR,2019,SEA,3.0,9.0,L,2.0
"Tuesday, Aug 20",TBR,2019,SEA,4.0,7.0,L,2.0
"Wednesday, Aug 21",TBR,2019,SEA,7.0,6.0,W-wo,2.0
"Thursday, Aug 22",TBR,2019,BAL,5.0,2.0,W,2.0
"Friday, Aug 23",TBR,2019,BAL,7.0,1.0,W,2.0
"Saturday, Aug 24",TBR,2019,BAL,1.0,7.0,L,2.0
"Sunday, Aug 25",TBR,2019,BAL,3.0,8.0,L,2.0
"Tuesday, Aug 27",TBR,2019,HOU,1.0,15.0,L,2.0
"Wednesday, Aug 28",TBR,2019,HOU,6.0,8.0,L,2.0
"Thursday, Aug 29",TBR,2019,HOU,9.0,8.0,W,2.0
"Friday, Aug 30",TBR,2019,CLE,4.0,0.0,W,2.0
"Saturday, Aug 31",TBR,2019,CLE,9.0,6.0,W,2.0
"Sunday, Sep 1",TBR,2019,CLE,8.0,2.0,W,2.0
"Monday, Sep 2",TBR,2019,BAL,5.0,4.0,W-wo,2.0
"Tuesday, Sep 3 (1)",TBR,2019,BAL,2.0,4.0,L,2.0
"Tuesday, Sep 3 (2)",TBR,2019,BAL,2.0,0.0,W,2.0
"Thursday, Sep 5",TBR,2019,TOR,6.0,4.0,W,2.0
"Friday, Sep 6",TBR,2019,TOR,5.0,0.0,W,2.0
"Saturday, Sep 7",TBR,2019,TOR,5.0,3.0,W,2.0
"Sunday, Sep 8",TBR,2019,TOR,8.0,3.0,W,2.0
"Tuesday, Sep 10",TBR,2019,TEX,5.0,3.0,W,2.0
"Wednesday, Sep 11",TBR,2019,TEX,9.0,10.0,L,2.0
"Thursday, Sep 12",TBR,2019,TEX,4.0,6.0,L,2.0
"Friday, Sep 13",TBR,2019,LAA,11.0,4.0,W,2.0
"Saturday, Sep 14",TBR,2019,LAA,3.0,1.0,W,2.0
"Sunday, Sep 15",TBR,2019,LAA,4.0,6.0,L,2.0
"Tuesday, Sep 17",TBR,2019,LAD,5.0,7.0,L,2.0
"Wednesday, Sep 18",TBR,2019,LAD,8.0,7.0,W,2.0
"Friday, Sep 20",TBR,2019,BOS,5.0,4.0,W-wo,2.0
"Saturday, Sep 21",TBR,2019,BOS,5.0,4.0,W-wo,2.0
"Sunday, Sep 22",TBR,2019,BOS,4.0,7.0,L,2.0
"Monday, Sep 23",TBR,2019,BOS,7.0,4.0,W,2.0
"Tuesday, Sep 24",TBR,2019,NYY,2.0,1.0,W-wo,2.0
"Wednesday, Sep 25",TBR,2019,NYY,4.0,0.0,W,2.0
"Friday, Sep 27",TBR,2019,TOR,6.0,2.0,W,2.0
"Saturday, Sep 28",TBR,2019,TOR,1.0,4.0,L,2.0
"Sunday, Sep 29",TBR,2019,TOR,3.0,8.0,L,2.0
"Wednesday, Mar 20",SEA,2019,OAK,9.0,7.0,W,1.0
"Thursday, Mar 21",SEA,2019,OAK,5.0,4.0,W,1.0
"Thursday, Mar 28",SEA,2019,BOS,12.0,4.0,W,1.0
"Friday, Mar 29",SEA,2019,BOS,6.0,7.0,L,1.0
"Saturday, Mar 30",SEA,2019,BOS,6.0,5.0,W,1.0
"Sunday, Mar 31",SEA,2019,BOS,10.0,8.0,W,1.0
"Monday, Apr 1",SEA,2019,LAA,6.0,3.0,W,1.0
"Tuesday, Apr 2",SEA,2019,LAA,2.0,1.0,W,1.0
"Friday, Apr 5",SEA,2019,CHW,8.0,10.0,L,1.0
"Saturday, Apr 6",SEA,2019,CHW,9.0,2.0,W,1.0
"Sunday, Apr 7",SEA,2019,CHW,12.0,5.0,W,1.0
"Monday, Apr 8",SEA,2019,KCR,13.0,5.0,W,1.0
"Tuesday, Apr 9",SEA,2019,KCR,6.0,3.0,W,1.0
"Wednesday, Apr 10",SEA,2019,KCR,6.0,5.0,W,1.0
"Thursday, Apr 11",SEA,2019,KCR,7.0,6.0,W,1.0
"Friday, Apr 12",SEA,2019,HOU,6.0,10.0,L,1.0
"Saturday, Apr 13",SEA,2019,HOU,1.0,3.0,L,1.0
"Sunday, Apr 14",SEA,2019,HOU,2.0,3.0,L,1.0
"Monday, Apr 15",SEA,2019,CLE,4.0,6.0,L,1.0
"Tuesday, Apr 16",SEA,2019,CLE,2.0,4.0,L,2.0
"Wednesday, Apr 17",SEA,2019,CLE,0.0,1.0,L,2.0
"Thursday, Apr 18",SEA,2019,LAA,11.0,10.0,W,1.0
"Friday, Apr 19",SEA,2019,LAA,5.0,3.0,W,1.0
"Saturday, Apr 20",SEA,2019,LAA,6.0,5.0,W,1.0
"Sunday, Apr 21",SEA,2019,LAA,6.0,8.0,L,1.0
"Tuesday, Apr 23",SEA,2019,SDP,3.0,6.0,L,1.0
"Wednesday, Apr 24",SEA,2019,SDP,0.0,1.0,L,2.0
"Thursday, Apr 25",SEA,2019,TEX,14.0,2.0,W,1.0
"Friday, Apr 26",SEA,2019,TEX,5.0,4.0,W-wo,1.0
"Saturday, Apr 27",SEA,2019,TEX,1.0,15.0,L,1.0
"Sunday, Apr 28",SEA,2019,TEX,1.0,14.0,L,2.0
"Tuesday, Apr 30",SEA,2019,CHC,5.0,6.0,L,2.0
"Wednesday, May 1",SEA,2019,CHC,0.0,11.0,L,2.0
"Friday, May 3",SEA,2019,CLE,1.0,2.0,L-wo,2.0
"Saturday, May 4",SEA,2019,CLE,4.0,5.0,L,2.0
"Sunday, May 5",SEA,2019,CLE,10.0,0.0,W,2.0
"Monday, May 6",SEA,2019,NYY,3.0,7.0,L,2.0
"Tuesday, May 7",SEA,2019,NYY,4.0,5.0,L-wo,2.0
"Wednesday, May 8",SEA,2019,NYY,10.0,1.0,W,2.0
"Thursday, May 9",SEA,2019,NYY,1.0,3.0,L,2.0
"Friday, May 10",SEA,2019,BOS,1.0,14.0,L,2.0
"Saturday, May 11",SEA,2019,BOS,5.0,9.0,L,3.0
"Sunday, May 12",SEA,2019,BOS,2.0,11.0,L,3.0
"Monday, May 13",SEA,2019,OAK,6.0,5.0,W-wo,3.0
"Tuesday, May 14",SEA,2019,OAK,4.0,3.0,W,2.0
"Thursday, May 16",SEA,2019,MIN,6.0,11.0,L,2.0
"Friday, May 17",SEA,2019,MIN,1.0,7.0,L,4.0
"Saturday, May 18",SEA,2019,MIN,4.0,18.0,L,5.0
"Sunday, May 19",SEA,2019,MIN,7.0,4.0,W,5.0
"Monday, May 20",SEA,2019,TEX,9.0,10.0,L,5.0
"Tuesday, May 21",SEA,2019,TEX,3.0,5.0,L,5.0
"Wednesday, May 22",SEA,2019,TEX,1.0,2.0,L,5.0
"Friday, May 24",SEA,2019,OAK,2.0,6.0,L,5.0
"Saturday, May 25",SEA,2019,OAK,5.0,6.0,L,5.0
"Sunday, May 26",SEA,2019,OAK,1.0,7.0,L,5.0
"Monday, May 27",SEA,2019,TEX,6.0,2.0,W,5.0
"Tuesday, May 28",SEA,2019,TEX,4.0,11.0,L,5.0
"Wednesday, May 29",SEA,2019,TEX,7.0,8.0,L,5.0
"Thursday, May 30",SEA,2019,LAA,3.0,9.0,L,5.0
"Friday, May 31",SEA,2019,LAA,4.0,3.0,W,5.0
"Saturday, Jun 1",SEA,2019,LAA,3.0,6.0,L,5.0
"Sunday, Jun 2",SEA,2019,LAA,3.0,13.0,L,5.0
"Monday, Jun 3",SEA,2019,HOU,2.0,4.0,L,5.0
"Tuesday, Jun 4",SEA,2019,HOU,5.0,11.0,L,5.0
"Wednesday, Jun 5",SEA,2019,HOU,14.0,1.0,W,5.0
"Thursday, Jun 6",SEA,2019,HOU,7.0,8.0,L,5.0
"Friday, Jun 7",SEA,2019,LAA,6.0,2.0,W,5.0
"Saturday, Jun 8",SEA,2019,LAA,3.0,12.0,L,5.0
"Sunday, Jun 9",SEA,2019,LAA,9.0,3.0,W,5.0
"Tuesday, Jun 11",SEA,2019,MIN,5.0,6.0,L,5.0
"Wednesday, Jun 12",SEA,2019,MIN,9.0,6.0,W,5.0
"Thursday, Jun 13",SEA,2019,MIN,5.0,10.0,L,5.0
"Friday, Jun 14",SEA,2019,OAK,9.0,2.0,W,5.0
"Saturday, Jun 15",SEA,2019,OAK,2.0,11.0,L,5.0
"Sunday, Jun 16",SEA,2019,OAK,6.0,3.0,W,5.0
"Monday, Jun 17",SEA,2019,KCR,4.0,6.0,L,5.0
"Tuesday, Jun 18",SEA,2019,KCR,0.0,9.0,L,5.0
"Wednesday, Jun 19",SEA,2019,KCR,8.0,2.0,W,5.0
